vendor_name,product_category,sku_id,origin_region,destination_dc,shipping_route,order_status,delay_reason,date_offset,order_value_eur,delivery_delay_days,cost_variance_pct
PacRim Ingredients,Cooking Oils,SKU-074,Thailand,DC-Mülheim,Direct-EU,Delivered,On-Time,-577,21749.02,0,1.2
PacRim Ingredients,Pasta & Noodles,SKU-039,Germany,DC-München,Suez-Canal,Delivered,Weather,-492,13148.26,4,1.9
Hartmann Foods GmbH,Snacks & Nuts,SKU-130,Germany,DC-Mülheim,Hormuz-Strait,Delayed,Weather,-625,49391.31,6,2.1
Hartmann Foods GmbH,Snacks & Nuts,SKU-094,Thailand,DC-Hamburg,Cape-of-Good-Hope,In-Transit,Route-Diversion,-5,1426.78,19,15
Hartmann Foods GmbH,Cooking Oils,SKU-135,Greece,DC-Stuttgart,Direct-EU,Delivered,Customs-Hold,-345,10138.18,2,-0.2
PacRim Ingredients,Canned Goods,SKU-073,Turkey,DC-Mülheim,Air-Freight,Cancelled,Weather,-381,24531.64,3,7.1
SolVita Mediterranean,Beverages,SKU-131,Vietnam,DC-München,Suez-Canal,Delivered,On-Time,-216,39282.95,1,2.7
Hartmann Foods GmbH,Snacks & Nuts,SKU-170,China,DC-Hamburg,Hormuz-Strait,Delivered,On-Time,-516,4733.09,1,2.8
Hartmann Foods GmbH,Pasta & Noodles,SKU-020,China,DC-Hamburg,Hormuz-Strait,In-Transit,Port-Congestion,-592,22322.93,0,4.9
PacRim Ingredients,Beverages,SKU-094,Italy,DC-Mülheim,Direct-EU,Delivered,On-Time,-686,7311.38,0,-0.3
SolVita Mediterranean,Sauces & Condiments,SKU-051,Turkey,DC-Stuttgart,Cape-of-Good-Hope,Delivered,On-Time,-243,9426.73,2,2.5
Hartmann Foods GmbH,Beverages,SKU-174,Italy,DC-Mülheim,Cape-of-Good-Hope,Delayed,Port-Congestion,-147,88679.91,10,3.5
PacRim Ingredients,Canned Goods,SKU-136,China,DC-Hamburg,Air-Freight,Delivered,On-Time,-301,32848.61,1,7.4
PacRim Ingredients,Rice & Grains,SKU-185,Italy,DC-Stuttgart,Direct-EU,Cancelled,Hormuz-Closure,-76,26211.4,20,7.4
SolVita Mediterranean,Snacks & Nuts,SKU-108,Italy,DC-Stuttgart,Cape-of-Good-Hope,Partially-Delivered,Hormuz-Closure,-57,67041.94,21,14.4
Hartmann Foods GmbH,Snacks & Nuts,SKU-113,Vietnam,DC-Berlin,Direct-EU,In-Transit,Customs-Hold,-447,43456.92,6,0.9
SolVita Mediterranean,Canned Goods,SKU-197,Vietnam,DC-Mülheim,Direct-EU,Delivered,On-Time,-341,9324.61,2,1.2
Hartmann Foods GmbH,Pasta & Noodles,SKU-188,China,DC-Stuttgart,Air-Freight,Delivered,On-Time,-309,16843.65,1,5.9
PacRim Ingredients,Snacks & Nuts,SKU-008,Italy,DC-München,Hormuz-Strait,Cancelled,Carrier-Shortage,-97,5481.29,22,9
SolVita Mediterranean,Canned Goods,SKU-063,Italy,DC-Berlin,Cape-of-Good-Hope,Partially-Delivered,Weather,-132,18316.55,12,4.6
PacRim Ingredients,Rice & Grains,SKU-094,Germany,DC-München,Hormuz-Strait,In-Transit,Weather,-144,9085.23,7,3.6
PacRim Ingredients,Baking Ingredients,SKU-054,Thailand,DC-Mülheim,Air-Freight,Delivered,On-Time,-351,32854.57,3,7.1
PacRim Ingredients,Baking Ingredients,SKU-010,Greece,DC-Berlin,Suez-Canal,Delayed,On-Time,-676,5863.69,0,-0.2
PacRim Ingredients,Canned Goods,SKU-099,Turkey,DC-Berlin,Hormuz-Strait,In-Transit,On-Time,-469,17783.09,2,1.7
PacRim Ingredients,Sauces & Condiments,SKU-155,Thailand,DC-Hamburg,Hormuz-Strait,Partially-Delivered,Carrier-Shortage,-328,2479.47,4,2.1
PacRim Ingredients,Cooking Oils,SKU-106,Turkey,DC-Mülheim,Cape-of-Good-Hope,Partially-Delivered,Route-Diversion,-47,75905.11,19,10.2
PacRim Ingredients,Cooking Oils,SKU-155,Greece,DC-Mülheim,Air-Freight,Cancelled,On-Time,-539,61609.75,9,5
Hartmann Foods GmbH,Snacks & Nuts,SKU-106,China,DC-Mülheim,Direct-EU,Delivered,On-Time,-293,36267.79,1,0.5
PacRim Ingredients,Baking Ingredients,SKU-036,Italy,DC-Mülheim,Direct-EU,In-Transit,Customs-Hold,-97,20549.3,20,8.2
Hartmann Foods GmbH,Sauces & Condiments,SKU-123,Greece,DC-Hamburg,Hormuz-Strait,Delivered,On-Time,-495,15730.8,1,2.6
SolVita Mediterranean,Beverages,SKU-166,Italy,DC-München,Hormuz-Strait,In-Transit,Carrier-Shortage,-362,229357.12,3,2.6
SolVita Mediterranean,Baking Ingredients,SKU-124,Greece,DC-München,Cape-of-Good-Hope,Delivered,On-Time,-572,28206.13,0,4.4
Hartmann Foods GmbH,Pasta & Noodles,SKU-015,Turkey,DC-Hamburg,Suez-Canal,Partially-Delivered,Hormuz-Closure,-133,36248.96,12,3.8
SolVita Mediterranean,Snacks & Nuts,SKU-087,China,DC-Stuttgart,Direct-EU,Cancelled,On-Time,-429,12274.28,4,1.7
SolVita Mediterranean,Baking Ingredients,SKU-150,China,DC-Mülheim,Suez-Canal,Delivered,On-Time,-252,6495.62,1,2.1
Hartmann Foods GmbH,Pasta & Noodles,SKU-056,Italy,DC-Stuttgart,Suez-Canal,Delivered,On-Time,-700,17475,1,-1.9
PacRim Ingredients,Sauces & Condiments,SKU-051,Italy,DC-München,Hormuz-Strait,Delayed,On-Time,-336,4635.22,8,-0.2
SolVita Mediterranean,Pasta & Noodles,SKU-096,Vietnam,DC-Mülheim,Cape-of-Good-Hope,Partially-Delivered,On-Time,-327,19788.7,3,5.1
SolVita Mediterranean,Sauces & Condiments,SKU-166,Greece,DC-Mülheim,Hormuz-Strait,Delivered,On-Time,-404,18383.71,1,3.5
Hartmann Foods GmbH,Cooking Oils,SKU-058,China,DC-München,Hormuz-Strait,Partially-Delivered,Port-Congestion,-97,44601.31,19,8.6
Hartmann Foods GmbH,Beverages,SKU-106,Greece,DC-Stuttgart,Cape-of-Good-Hope,Delivered,On-Time,-314,40341.58,3,3.9
SolVita Mediterranean,Canned Goods,SKU-093,Italy,DC-München,Direct-EU,Delayed,Route-Diversion,-28,37481.71,28,11.3
PacRim Ingredients,Baking Ingredients,SKU-125,China,DC-Mülheim,Suez-Canal,Delivered,On-Time,-404,10777.91,2,1.9
PacRim Ingredients,Cooking Oils,SKU-038,Greece,DC-Stuttgart,Cape-of-Good-Hope,Delivered,On-Time,-321,64135.52,3,2.3
SolVita Mediterranean,Baking Ingredients,SKU-164,Vietnam,DC-Mülheim,Cape-of-Good-Hope,Delayed,Customs-Hold,-7,30912.61,27,13.5
SolVita Mediterranean,Snacks & Nuts,SKU-042,Thailand,DC-Hamburg,Cape-of-Good-Hope,Delayed,Hormuz-Closure,-5,60594.11,28,13.1
SolVita Mediterranean,Cooking Oils,SKU-094,Turkey,DC-München,Hormuz-Strait,Delivered,On-Time,-222,57296.42,1,3.6
SolVita Mediterranean,Cooking Oils,SKU-163,China,DC-München,Cape-of-Good-Hope,Delivered,On-Time,-671,9196.43,0,3.5
PacRim Ingredients,Snacks & Nuts,SKU-187,Greece,DC-München,Suez-Canal,Delivered,On-Time,-582,58761.45,0,5
Hartmann Foods GmbH,Pasta & Noodles,SKU-172,Thailand,DC-Mülheim,Suez-Canal,Delivered,On-Time,-669,15838.01,0,-1.2
PacRim Ingredients,Snacks & Nuts,SKU-146,Vietnam,DC-Stuttgart,Suez-Canal,In-Transit,Customs-Hold,-644,228008.51,5,-0.3
Hartmann Foods GmbH,Snacks & Nuts,SKU-042,Spain,DC-Mülheim,Air-Freight,In-Transit,Port-Congestion,-586,45509.9,5,8
PacRim Ingredients,Baking Ingredients,SKU-052,Thailand,DC-München,Cape-of-Good-Hope,Delivered,On-Time,-657,19001.26,0,3.5
Hartmann Foods GmbH,Cooking Oils,SKU-101,Vietnam,DC-Stuttgart,Air-Freight,Partially-Delivered,On-Time,-319,10851.16,9,4.5
Hartmann Foods GmbH,Rice & Grains,SKU-110,Greece,DC-Berlin,Hormuz-Strait,Delayed,Customs-Hold,-325,8521.35,12,4.8
PacRim Ingredients,Sauces & Condiments,SKU-126,Vietnam,DC-Hamburg,Cape-of-Good-Hope,Partially-Delivered,On-Time,-426,10626.43,4,3
Hartmann Foods GmbH,Pasta & Noodles,SKU-138,Vietnam,DC-Berlin,Air-Freight,In-Transit,Weather,-620,13035.44,0,5.1
PacRim Ingredients,Beverages,SKU-012,Spain,DC-Hamburg,Air-Freight,Delivered,On-Time,-323,65838.55,1,4
Hartmann Foods GmbH,Baking Ingredients,SKU-027,Thailand,DC-Berlin,Air-Freight,Partially-Delivered,Port-Congestion,-416,25973.37,6,4.4
SolVita Mediterranean,Pasta & Noodles,SKU-103,Italy,DC-München,Cape-of-Good-Hope,In-Transit,Port-Congestion,-417,27138.55,4,5.4
PacRim Ingredients,Canned Goods,SKU-089,Vietnam,DC-Hamburg,Cape-of-Good-Hope,Delivered,On-Time,-76,39214.76,2,10.9
Hartmann Foods GmbH,Baking Ingredients,SKU-167,Turkey,DC-Stuttgart,Hormuz-Strait,Partially-Delivered,Carrier-Shortage,-701,14575.41,0,3.9
Hartmann Foods GmbH,Pasta & Noodles,SKU-020,Spain,DC-München,Hormuz-Strait,Delivered,On-Time,-467,19913.04,1,3.9
PacRim Ingredients,Baking Ingredients,SKU-125,Greece,DC-Berlin,Air-Freight,Delivered,On-Time,-242,5943.45,3,7.7
PacRim Ingredients,Pasta & Noodles,SKU-006,Greece,DC-Berlin,Hormuz-Strait,Delivered,On-Time,-30,43127.63,2,14.1
PacRim Ingredients,Beverages,SKU-092,Italy,DC-Mülheim,Cape-of-Good-Hope,Partially-Delivered,Weather,-49,52344.68,23,14.3
PacRim Ingredients,Rice & Grains,SKU-168,Germany,DC-Berlin,Direct-EU,Delivered,On-Time,-234,7231.01,1,1
SolVita Mediterranean,Rice & Grains,SKU-034,China,DC-Berlin,Air-Freight,Partially-Delivered,Customs-Hold,-384,17822.63,4,3.5
PacRim Ingredients,Baking Ingredients,SKU-163,Greece,DC-München,Suez-Canal,Delivered,On-Time,-488,19398.96,2,1.3
Hartmann Foods GmbH,Beverages,SKU-124,Turkey,DC-München,Cape-of-Good-Hope,Delivered,On-Time,-730,80168.98,0,7.4
Hartmann Foods GmbH,Pasta & Noodles,SKU-115,China,DC-Stuttgart,Hormuz-Strait,Partially-Delivered,Carrier-Shortage,-179,29969.39,1,5.8
SolVita Mediterranean,Pasta & Noodles,SKU-101,China,DC-Hamburg,Suez-Canal,Delivered,Hormuz-Closure,-451,20306.21,4,1.2
Hartmann Foods GmbH,Pasta & Noodles,SKU-146,Greece,DC-Hamburg,Direct-EU,Cancelled,On-Time,-711,30939.96,7,0.5
SolVita Mediterranean,Sauces & Condiments,SKU-025,Turkey,DC-Stuttgart,Air-Freight,Delivered,On-Time,-548,19260.35,0,5.4
PacRim Ingredients,Baking Ingredients,SKU-051,Greece,DC-Stuttgart,Hormuz-Strait,Delivered,Port-Congestion,-676,25193.81,2,1.6
SolVita Mediterranean,Pasta & Noodles,SKU-021,China,DC-Mülheim,Direct-EU,Cancelled,On-Time,-708,2926,7,0.5
Hartmann Foods GmbH,Beverages,SKU-025,Germany,DC-Berlin,Suez-Canal,Partially-Delivered,On-Time,-240,82569.84,0,0.3
PacRim Ingredients,Baking Ingredients,SKU-095,China,DC-Hamburg,Cape-of-Good-Hope,Delivered,On-Time,-382,9157.85,1,6.7
SolVita Mediterranean,Sauces & Condiments,SKU-174,Thailand,DC-Berlin,Air-Freight,Partially-Delivered,Hormuz-Closure,-82,11335.01,14,15
SolVita Mediterranean,Sauces & Condiments,SKU-022,Greece,DC-München,Cape-of-Good-Hope,Delivered,On-Time,-641,13242.24,0,2.5
PacRim Ingredients,Cooking Oils,SKU-006,Italy,DC-Mülheim,Air-Freight,Delivered,On-Time,-213,229344,1,3.6
Hartmann Foods GmbH,Beverages,SKU-113,Germany,DC-Hamburg,Air-Freight,In-Transit,On-Time,-174,36200.3,9,7.6
PacRim Ingredients,Snacks & Nuts,SKU-172,Vietnam,DC-Stuttgart,Hormuz-Strait,Partially-Delivered,Hormuz-Closure,-10,22419.34,27,9.6
PacRim Ingredients,Canned Goods,SKU-048,Italy,DC-Berlin,Suez-Canal,Delivered,On-Time,-294,25539.39,1,-0.8
Hartmann Foods GmbH,Canned Goods,SKU-003,Greece,DC-Mülheim,Cape-of-Good-Hope,Delivered,On-Time,-294,16244.63,2,4.9
SolVita Mediterranean,Snacks & Nuts,SKU-019,Vietnam,DC-Berlin,Hormuz-Strait,Delayed,On-Time,-408,19510.49,8,2.8
PacRim Ingredients,Cooking Oils,SKU-018,Greece,DC-Berlin,Air-Freight,Delivered,Customs-Hold,-283,56010.34,7,5.9
SolVita Mediterranean,Canned Goods,SKU-115,Thailand,DC-Mülheim,Air-Freight,In-Transit,On-Time,-661,5192.84,4,1.5
SolVita Mediterranean,Sauces & Condiments,SKU-070,Spain,DC-Berlin,Cape-of-Good-Hope,Delayed,On-Time,-646,94845.86,8,4.5
Hartmann Foods GmbH,Canned Goods,SKU-187,Vietnam,DC-Berlin,Air-Freight,Delayed,Hormuz-Closure,-76,18039.17,9,14.6
PacRim Ingredients,Snacks & Nuts,SKU-161,Thailand,DC-Berlin,Air-Freight,Cancelled,On-Time,-336,49481.35,5,3.4
Hartmann Foods GmbH,Canned Goods,SKU-111,Spain,DC-Hamburg,Hormuz-Strait,In-Transit,Customs-Hold,-265,1949.89,8,2.5
SolVita Mediterranean,Sauces & Condiments,SKU-116,Vietnam,DC-Berlin,Suez-Canal,Delivered,Customs-Hold,-504,6923.24,9,4.7
SolVita Mediterranean,Canned Goods,SKU-103,Turkey,DC-Berlin,Air-Freight,Delivered,On-Time,-275,17820.29,1,7.3
SolVita Mediterranean,Snacks & Nuts,SKU-186,Thailand,DC-München,Direct-EU,Delivered,On-Time,-595,41953.53,3,-1.6
Hartmann Foods GmbH,Sauces & Condiments,SKU-194,Spain,DC-Berlin,Suez-Canal,Delivered,On-Time,-515,21128.99,1,0.4
SolVita Mediterranean,Cooking Oils,SKU-103,Turkey,DC-Stuttgart,Direct-EU,Delivered,On-Time,-691,45583.58,0,-0.3
Hartmann Foods GmbH,Pasta & Noodles,SKU-131,Thailand,DC-Berlin,Hormuz-Strait,Delivered,On-Time,-508,29698.5,1,1
SolVita Mediterranean,Cooking Oils,SKU-149,Thailand,DC-Stuttgart,Air-Freight,Delayed,Hormuz-Closure,-18,73385.86,24,15
Hartmann Foods GmbH,Canned Goods,SKU-073,Germany,DC-Mülheim,Air-Freight,Partially-Delivered,Port-Congestion,-101,34431.01,15,13
SolVita Mediterranean,Snacks & Nuts,SKU-105,Italy,DC-München,Cape-of-Good-Hope,Delivered,Port-Congestion,-320,41211.12,5,4.6
PacRim Ingredients,Sauces & Condiments,SKU-180,Thailand,DC-Stuttgart,Cape-of-Good-Hope,Delivered,Hormuz-Closure,-92,9823.98,8,8.9
SolVita Mediterranean,Cooking Oils,SKU-025,Thailand,DC-München,Air-Freight,Delivered,Hormuz-Closure,-714,38262.02,5,2.2
PacRim Ingredients,Canned Goods,SKU-068,Vietnam,DC-Berlin,Cape-of-Good-Hope,Delivered,On-Time,-232,36084.71,2,3.9
PacRim Ingredients,Beverages,SKU-110,Vietnam,DC-Hamburg,Cape-of-Good-Hope,In-Transit,Route-Diversion,-116,8888.39,13,7.6
PacRim Ingredients,Canned Goods,SKU-020,China,DC-München,Cape-of-Good-Hope,In-Transit,Route-Diversion,-64,27120.57,17,10.9
SolVita Mediterranean,Snacks & Nuts,SKU-096,China,DC-München,Direct-EU,Delivered,On-Time,-274,28216.34,3,2.3
Hartmann Foods GmbH,Snacks & Nuts,SKU-097,Germany,DC-Hamburg,Hormuz-Strait,In-Transit,Weather,-511,18064.47,2,2.7
Hartmann Foods GmbH,Pasta & Noodles,SKU-101,Germany,DC-Mülheim,Cape-of-Good-Hope,In-Transit,On-Time,-352,4258.02,5,3.6
Hartmann Foods GmbH,Beverages,SKU-164,Germany,DC-Hamburg,Cape-of-Good-Hope,Delayed,Hormuz-Closure,-41,20616.34,28,12.1
SolVita Mediterranean,Cooking Oils,SKU-125,Thailand,DC-Stuttgart,Suez-Canal,Delayed,On-Time,-168,7540.43,4,-0.4
Hartmann Foods GmbH,Baking Ingredients,SKU-129,Thailand,DC-Hamburg,Cape-of-Good-Hope,Delivered,On-Time,-480,40201.75,1,4.5
SolVita Mediterranean,Beverages,SKU-153,Greece,DC-München,Suez-Canal,Delivered,On-Time,-283,51579.74,1,0.4
PacRim Ingredients,Rice & Grains,SKU-110,Spain,DC-Hamburg,Hormuz-Strait,In-Transit,On-Time,-687,4530.98,5,7.7
SolVita Mediterranean,Sauces & Condiments,SKU-172,Germany,DC-Mülheim,Cape-of-Good-Hope,Delivered,On-Time,-682,21664.04,0,4.7
PacRim Ingredients,Rice & Grains,SKU-131,Germany,DC-Mülheim,Cape-of-Good-Hope,In-Transit,Port-Congestion,-177,4100.1,5,7.8
SolVita Mediterranean,Baking Ingredients,SKU-106,Thailand,DC-Hamburg,Cape-of-Good-Hope,Delayed,Route-Diversion,-76,849.5,12,10.6
SolVita Mediterranean,Cooking Oils,SKU-063,Turkey,DC-Stuttgart,Cape-of-Good-Hope,Delivered,On-Time,-631,48912.55,0,2.9
Hartmann Foods GmbH,Snacks & Nuts,SKU-166,Thailand,DC-Berlin,Hormuz-Strait,Delivered,On-Time,-428,25128.93,4,2.1
SolVita Mediterranean,Pasta & Noodles,SKU-172,Italy,DC-Stuttgart,Cape-of-Good-Hope,Delivered,On-Time,-564,13680.96,0,2.5
Hartmann Foods GmbH,Snacks & Nuts,SKU-054,Italy,DC-Hamburg,Hormuz-Strait,Cancelled,On-Time,-672,3039.08,0,1.6
Hartmann Foods GmbH,Sauces & Condiments,SKU-050,Italy,DC-Stuttgart,Direct-EU,Delayed,Route-Diversion,-46,26433.77,34,14.3
PacRim Ingredients,Cooking Oils,SKU-087,China,DC-Hamburg,Air-Freight,In-Transit,On-Time,-592,11910.27,2,8.5
PacRim Ingredients,Beverages,SKU-174,Thailand,DC-Hamburg,Cape-of-Good-Hope,In-Transit,Route-Diversion,-342,39561.45,4,3.8
Hartmann Foods GmbH,Rice & Grains,SKU-198,Italy,DC-Berlin,Suez-Canal,Delivered,On-Time,-601,28060.66,0,0.4
SolVita Mediterranean,Canned Goods,SKU-036,Turkey,DC-Stuttgart,Air-Freight,Delivered,On-Time,-125,16603.39,2,8.3
PacRim Ingredients,Sauces & Condiments,SKU-198,Germany,DC-München,Suez-Canal,Delivered,On-Time,-704,1575.12,0,-1
SolVita Mediterranean,Pasta & Noodles,SKU-199,Vietnam,DC-Hamburg,Direct-EU,Delivered,Weather,-458,27650.46,9,-1.2
SolVita Mediterranean,Baking Ingredients,SKU-081,Greece,DC-Mülheim,Direct-EU,In-Transit,Port-Congestion,-268,4829.3,11,1.2
PacRim Ingredients,Pasta & Noodles,SKU-044,China,DC-Stuttgart,Hormuz-Strait,Delivered,On-Time,-436,20439.12,2,5.4
Hartmann Foods GmbH,Canned Goods,SKU-029,Italy,DC-Stuttgart,Air-Freight,In-Transit,On-Time,-351,11538.93,6,9.1
PacRim Ingredients,Beverages,SKU-046,China,DC-Stuttgart,Hormuz-Strait,In-Transit,On-Time,-338,44640.92,5,4.1
PacRim Ingredients,Beverages,SKU-125,Spain,DC-Mülheim,Air-Freight,Delivered,On-Time,-165,10105.53,3,3.5
PacRim Ingredients,Baking Ingredients,SKU-004,Germany,DC-Mülheim,Suez-Canal,Partially-Delivered,Carrier-Shortage,-33,38239.97,24,14.4
Hartmann Foods GmbH,Canned Goods,SKU-109,Thailand,DC-Mülheim,Cape-of-Good-Hope,Delayed,Route-Diversion,-134,8321.96,8,5.2
Hartmann Foods GmbH,Cooking Oils,SKU-114,Germany,DC-Hamburg,Cape-of-Good-Hope,In-Transit,On-Time,-672,20251.52,6,4.9
PacRim Ingredients,Snacks & Nuts,SKU-073,Turkey,DC-München,Air-Freight,In-Transit,Carrier-Shortage,-304,24163.91,10,6.7
Hartmann Foods GmbH,Canned Goods,SKU-108,Greece,DC-Mülheim,Suez-Canal,Partially-Delivered,Customs-Hold,-235,1144.84,6,0.2
PacRim Ingredients,Pasta & Noodles,SKU-137,Italy,DC-Stuttgart,Suez-Canal,Delayed,Weather,-467,25589.48,6,2.4
Hartmann Foods GmbH,Snacks & Nuts,SKU-136,Greece,DC-Stuttgart,Hormuz-Strait,Delivered,On-Time,-337,250000,1,2.1
Hartmann Foods GmbH,Pasta & Noodles,SKU-173,Spain,DC-Stuttgart,Suez-Canal,Cancelled,Carrier-Shortage,-37,1350.91,15,14.1
SolVita Mediterranean,Snacks & Nuts,SKU-144,Germany,DC-München,Suez-Canal,Delayed,Hormuz-Closure,-5,23483.34,36,11.1
Hartmann Foods GmbH,Beverages,SKU-025,Turkey,DC-Berlin,Air-Freight,Delayed,On-Time,-122,73254.88,3,6.5
PacRim Ingredients,Sauces & Condiments,SKU-092,Vietnam,DC-Mülheim,Cape-of-Good-Hope,Cancelled,Port-Congestion,-431,8267.89,2,4.2
PacRim Ingredients,Snacks & Nuts,SKU-175,China,DC-Mülheim,Cape-of-Good-Hope,Delivered,On-Time,-703,18716.07,0,3.2
Hartmann Foods GmbH,Snacks & Nuts,SKU-168,Spain,DC-Mülheim,Cape-of-Good-Hope,Delivered,On-Time,-495,14675.28,1,4.6
Hartmann Foods GmbH,Rice & Grains,SKU-034,China,DC-Hamburg,Direct-EU,Cancelled,Weather,-187,12840.33,6,1.4
PacRim Ingredients,Pasta & Noodles,SKU-108,China,DC-Mülheim,Hormuz-Strait,Delayed,On-Time,-136,24222.64,11,2.2
Hartmann Foods GmbH,Beverages,SKU-145,Greece,DC-München,Hormuz-Strait,Delivered,Customs-Hold,-174,31266.12,10,3.2
SolVita Mediterranean,Cooking Oils,SKU-071,Greece,DC-Mülheim,Air-Freight,In-Transit,Port-Congestion,-259,40019.03,7,5.9
Hartmann Foods GmbH,Beverages,SKU-184,Spain,DC-Hamburg,Hormuz-Strait,Delayed,Customs-Hold,-607,46830.8,0,3.6
Hartmann Foods GmbH,Baking Ingredients,SKU-085,Greece,DC-Hamburg,Hormuz-Strait,In-Transit,On-Time,-389,17428.69,1,0.5
PacRim Ingredients,Canned Goods,SKU-127,Italy,DC-München,Hormuz-Strait,Delivered,On-Time,-46,44284.25,2,14.8
Hartmann Foods GmbH,Baking Ingredients,SKU-186,Vietnam,DC-Mülheim,Air-Freight,Delivered,On-Time,-162,3394.09,2,6.1
PacRim Ingredients,Pasta & Noodles,SKU-006,Turkey,DC-Stuttgart,Hormuz-Strait,Delivered,On-Time,-621,27263.97,2,4.4
Hartmann Foods GmbH,Baking Ingredients,SKU-045,Vietnam,DC-Berlin,Direct-EU,Delivered,On-Time,-50,51954.23,2,12.5
SolVita Mediterranean,Cooking Oils,SKU-081,China,DC-München,Hormuz-Strait,Partially-Delivered,Carrier-Shortage,-30,25594.51,24,15
Hartmann Foods GmbH,Pasta & Noodles,SKU-004,Spain,DC-Hamburg,Cape-of-Good-Hope,Partially-Delivered,On-Time,-282,4004.45,2,5.8
Hartmann Foods GmbH,Baking Ingredients,SKU-173,Thailand,DC-Stuttgart,Cape-of-Good-Hope,Delivered,On-Time,-240,171521.76,2,0.2
SolVita Mediterranean,Pasta & Noodles,SKU-073,Germany,DC-Berlin,Air-Freight,Partially-Delivered,Weather,-461,16459.8,3,4.3
Hartmann Foods GmbH,Beverages,SKU-106,China,DC-Hamburg,Cape-of-Good-Hope,In-Transit,On-Time,-564,49857.65,2,-1
PacRim Ingredients,Snacks & Nuts,SKU-184,China,DC-Stuttgart,Suez-Canal,In-Transit,On-Time,-564,54243.02,7,0.2
SolVita Mediterranean,Pasta & Noodles,SKU-157,Turkey,DC-Berlin,Cape-of-Good-Hope,Delayed,Weather,-578,5280.31,2,6.2
PacRim Ingredients,Sauces & Condiments,SKU-153,Spain,DC-Hamburg,Suez-Canal,Delivered,On-Time,-373,2434.64,2,2.2
PacRim Ingredients,Beverages,SKU-106,Spain,DC-München,Cape-of-Good-Hope,In-Transit,On-Time,-432,236265.61,8,3.6
PacRim Ingredients,Baking Ingredients,SKU-045,Turkey,DC-Hamburg,Cape-of-Good-Hope,Delivered,On-Time,-434,22809.2,1,4.5
PacRim Ingredients,Baking Ingredients,SKU-018,Greece,DC-Hamburg,Suez-Canal,In-Transit,On-Time,-374,5278.87,10,0.6
Hartmann Foods GmbH,Pasta & Noodles,SKU-186,Italy,DC-Mülheim,Cape-of-Good-Hope,Partially-Delivered,Port-Congestion,-450,22701.66,3,4.8
SolVita Mediterranean,Rice & Grains,SKU-127,Germany,DC-Stuttgart,Air-Freight,Delivered,On-Time,-173,16275.74,2,6.9
Hartmann Foods GmbH,Beverages,SKU-099,Vietnam,DC-Berlin,Direct-EU,Delivered,On-Time,-683,36053.43,0,1.1
SolVita Mediterranean,Beverages,SKU-179,Spain,DC-Hamburg,Hormuz-Strait,Delayed,Route-Diversion,-1,51855.41,23,14.9
PacRim Ingredients,Cooking Oils,SKU-034,Vietnam,DC-Mülheim,Direct-EU,Delivered,On-Time,-703,50651.8,0,0.1
Hartmann Foods GmbH,Snacks & Nuts,SKU-016,Spain,DC-Hamburg,Direct-EU,In-Transit,Customs-Hold,-187,52156.4,3,1.4
Hartmann Foods GmbH,Snacks & Nuts,SKU-170,Spain,DC-Berlin,Direct-EU,Delayed,On-Time,-25,16101.74,23,15
PacRim Ingredients,Canned Goods,SKU-159,Italy,DC-München,Cape-of-Good-Hope,In-Transit,Weather,-434,27662.9,4,5.5
Hartmann Foods GmbH,Snacks & Nuts,SKU-012,Thailand,DC-Hamburg,Hormuz-Strait,Delivered,On-Time,-620,51412.73,1,2.4
PacRim Ingredients,Sauces & Condiments,SKU-096,Spain,DC-Stuttgart,Cape-of-Good-Hope,Delivered,On-Time,-400,19443.86,3,4.1
PacRim Ingredients,Rice & Grains,SKU-030,Spain,DC-München,Hormuz-Strait,Cancelled,Port-Congestion,-305,27862.18,4,4
PacRim Ingredients,Sauces & Condiments,SKU-010,Greece,DC-Stuttgart,Cape-of-Good-Hope,Delivered,Weather,-322,83536.65,2,4.1
SolVita Mediterranean,Sauces & Condiments,SKU-123,Vietnam,DC-Stuttgart,Hormuz-Strait,Delayed,Weather,-158,11452.31,3,4.5
Hartmann Foods GmbH,Rice & Grains,SKU-024,Turkey,DC-Hamburg,Hormuz-Strait,Delivered,On-Time,-316,15670.29,4,3.9
SolVita Mediterranean,Rice & Grains,SKU-177,Turkey,DC-Berlin,Cape-of-Good-Hope,Partially-Delivered,Route-Diversion,-13,48814.56,23,13.7
Hartmann Foods GmbH,Rice & Grains,SKU-040,Turkey,DC-Hamburg,Cape-of-Good-Hope,Delivered,Customs-Hold,-468,38583.2,0,4.4
SolVita Mediterranean,Baking Ingredients,SKU-121,Italy,DC-Berlin,Hormuz-Strait,Delayed,Weather,-491,31309.71,10,4.9
Hartmann Foods GmbH,Pasta & Noodles,SKU-070,Spain,DC-Berlin,Suez-Canal,Delivered,On-Time,-662,26343.53,0,0.1
SolVita Mediterranean,Sauces & Condiments,SKU-182,Germany,DC-Berlin,Suez-Canal,Delivered,On-Time,-323,3945.33,1,2.4
Hartmann Foods GmbH,Cooking Oils,SKU-054,Thailand,DC-Stuttgart,Cape-of-Good-Hope,Cancelled,Hormuz-Closure,-42,59808.93,17,13
PacRim Ingredients,Snacks & Nuts,SKU-144,China,DC-Hamburg,Cape-of-Good-Hope,In-Transit,On-Time,-672,13068.56,0,4.3
